IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV
23,2,ATK,173683,,,,,23,2,UP,0223LA052,,,23,2,6,7,10,AM,9,0,0,0,0,,CARPINTERIA,374.6,6,47,2,1,33,E,770,3,0,2,N,SINGLE MAIN TRACK,4,,1,CDTX,2122,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15949,0,M404,,0,0,0,0,M404,1,4,33,16449,,06C083,0,0,0,0,0,0,0,,,,,1,7,,No,,,,321,,2023,0,0,0,0,0,0,SANTA BARBARA,83,,,,Y,CWR,,TREE STRIKE: TRAIN 770(06) OPERATING WITH LOCOMOTIVE E/C2122 IN LEAD AND 7 CARS STRUCK A FALLEN TREE,"AT MP 374.6/UPRR SANTA BARBARA SUBDIVISION, 3.2 MILES NORTH OF CARPINTERIA. CREW INSPECTED TRAIN AN","D REPORTED FIREMAN’S SIDE WINDOW SHATTERED, REARVIEW MIRROR CRACKED, AND LEFT DITCH LIGHT COVER BROK",EN ON THE LOCOMOTIVE.,,,,,,,,,,,,0,34.415516,-119.580681,1,1,,,,SANTA BARABRA
23,1,UP,0123LA032,,,,,23,1,UP,0123LA032,,,23,1,21,1,46,AM,1,1,0,0,0,,TEHACHAPI,354.9,6,32,4,1,15,E,MRVW,2,9477,1,Y,SINGLE MAIN TRACK,2,10.4,1,UP,4682,90,N,UP,4682,90,,3,0,0,0,2,0,0,0,0,0,76,0,31,0,0,9,0,0,0,0,536424,640881,E79L,,0,0,0,0,E79L,1,2,15,2354610,,06C029,0,0,0,1,0,1,0,7,31,7,31,3,7,,CL,,,,448,,2023,0,0,0,0,0,0,KERN,29,,,,N,CWR,000-000-000,"THE MRVWC-19, LEAD LOCOMOTIVE UP6574, DERAILED 9 CARS AT MP 354.90 OF THE MOJAVE SUBDIVISION IN TEHA","CHAPI, CA. UPON INVESTIGATION, IT WAS DETERMINED THAT LOCOMOTIVE UP4682, SD70M, HAD WHEEL SLIP CREAT",ING A BURN MARK THAT ULTIMATELY CAUSED BROKEN RAILAND SUBSEQUENT DERAILMENT. SD70S ARE SUPPOSED TO H,"AVE A MODIFICATION/FUNCTION THAT DOES NOT ALLOW THIS TYPE OF SLIP AND BURN. THEREFORE, A MECHANICAL",FAILURE OF THE UNIT ALLOWED IT TO BURN THE RAIL.,,,,,,,,,,,0,35.181172,-118.497985,1,1,Q,,,MOJAVE SUB
23,2,UP,0223NC007,,,,,23,2,UP,0223NC007,,,23,2,6,5,30,AM,1,1,0,0,0,,ANTELOPE,103.8,6,37,1,1,10,E,MOAR,3,5423,1,Y,YARD 208,1,,2,TTGX,986515,31,Y,TTGX,986515,31,Y,5,0,0,0,0,0,0,0,0,0,35,0,60,0,0,2,0,0,0,0,6606,22509,T319,E64C,0,0,0,0,T319,2,1,10,29115,,06C061,0,0,0,1,1,1,0,9,,9,,1,7,,CL,,,,206,,2023,0,0,0,0,0,0,PLACER,61,0,0,,N,OTH,000-000-000,"THE MOARV-05 WAS OPERATING EASTBOUND ON THE 130 LEAD, ENROUTE TO TRACK 206, WHEN TTGX715793 AND TTGX",98515 DERAILED AT THE 204 SWITCH. THESE CARS WERE LOADED AUTOMOBILES AND REMAINED IN THE UPRIGHT POS,ITION.,,,,,,,,,,,,,0,38.719336,-121.317005,2,5,,,,MARTINEZ SUB
23,2,UP,0223NC027,,,,,23,2,SERA,SERA202305,,,23,2,20,3,30,AM,1,0,0,0,0,,RIVERBANK,1.2,6,45,4,2,10,E,LRS9,4,1629,1,Y,SINGLE MAIN TRACK,1,1,1,TBOX,661703,2,N,,,0,,2,0,0,0,0,0,0,0,0,0,7,0,21,0,0,0,0,4,0,0,400,0,T218,,0,0,0,0,T218,1,2,10,100599,,06C099,0,0,0,1,0,1,1,9,30,9,30,2,7,,CL,,,,329,,2023,0,0,0,0,0,0,STANISLAUS,99,,,,N,CWR,000-000-000,CREW WAS TRAVELING WEST ON SERA MAINLINE HEADING BACK TO STOCKTON. CREW FELT A LARGE DIP FOLLOWED BY,"LOUD NOISE AND STOPPED THEIR TRAIN. AFTER GETTING OFF TO INSPECT THEIR TRAIN, CREW DISCOVERED 4 CAR",S DERAILED. IT WAS DETERMINED THAT A TRACK DEFECT/BROKEN RAIL WAS THE CAUSE OF THE CARS DERAILING. *,"*SERA TRACK COST = $100,199**",,,,,,,,,,,,0,37.732861,-120.923858,1,1,,,,OAKDALE IND LD
23,3,SERA,SERA202306,,,,,23,3,BNSF,CA0323110,,,23,3,14,6,29,PM,1,0,0,0,0,,RIVERBANK,0.5,6,50,3,3,5,E,GCSN,3,11000,1,Y,WYE (RIVERBANK YARD),1,0.5,2,TILX,649728,12,Y,TILX,649728,12,Y,3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,8,0,0,0,0,0,0,T110,E64C,0,0,0,0,T110,2,1,5,40000,,06C099,0,0,0,1,0,1,0,2,29,2,29,2,7,,Cl,,,,652,,2023,0,0,0,0,0,0,STANISLAUS,99,0,0,,N,OTH,000-000-000,SIERRA NORTHERN'S TRAIN CREW JUST PICKED UP THIS 100 CAR UNIT GRAIN TRAIN FROM THE BNSF MAINLINE CRE,W. THE TRAIN PROCEEDED THROUGH THE BNSF RIVERBANK YARD HEADING EAST AND WAS TRAVERSING OVER THE SOUT,H LEG OF THE WYE WHEN THERE WAS A MID TRAIN DERAILMENT. THE ONLY REASON THE SERA CREW NEW TO STOP WA,S THAT NEAR BY VEHICLE TRAFFIC WAS FLAGGING THE CREW DOWN TO STOP THE TRAIN DUE TO THE DERAILING CAR,"S. AFTER THE TRAIN CAME TO A STOP, IT WAS FOUND THAT 8 RAILCARS HAD DERAILED. THE PRIMARY CAUSE AT T",HE POINT OF DERAILMENT WAS DETERMINED TO BE WIDE GAGE AT 58 1/2` DUE TO POOR TIE CONDITIONS. THE LEA,D CAR TO DERAIL ALSO HAD A WHEEL WITH A WORN FLANGE.,,,,,,,,,0,37.73221,-120.93508,2,5,K,,,STOCKTON
23,3,ARZC,ARZ352323D,,,,,23,3,ARZC,ARZ352323D,,,23,3,11,4,15,PM,1,1,1,0,0,,VIDAL,150.6,6,75,2,1,6,E,CADM,4,6738,1,Y,SINGLE MAIN TRACK,2,17.97,1,GATX,63065,9,N,,,0,,4,0,0,0,0,0,0,0,0,0,62,0,5,0,0,4,0,3,0,0,9500,6000,H524,H523,0,0,0,0,H524,1,2,6,15500,,06C071,0,0,0,1,0,1,0,5,15,5,15,1,7,,Cl,,,,202,,2023,0,0,0,0,0,0,SAN BERNARDINO,71,,,,N,CWR,000-000-000,"A TRAIN CREW FINISHED SWITCHING AT A SIDING, WHILE SHOVING BACK TRAIN DERAILED 7 OF THE 67 RAILCARS",ON TRAIN. THE INVESTIGATION REVEALED THE ENGINEER USED EXCESSIVE HORSEPOWER AND CAUSED THE DERAILMEN,T.,,,,,,,,,,,,,0,34.174734,-114.994419,2,2,P,N,,CADIZ
23,1,UP,0123NC070,23,1,ATK,173579,23,1,UP,0123NC070,,749712Y,23,1,30,6,18,AM,7,0,0,0,0,,OAKLAND,10.36,6,43,1,1,0,,,4,0,,,MAIN LINE 1,3,5.1,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,M303,,0,0,0,1,M308,1,4,75,23335,,06C001,0,0,0,,,,,,,,,2,7,,CL,,,,143,,2023,0,0,0,0,0,0,ALAMEDA,1,,,,,CWR,000-000-000,"AMTRAK TRAIN AMT521-30, LEAD UNIT CDTX2001, COLLIDED WITH AN OCCUPIED VEHICLE AT THE CROSSING. **AMT","RAK REPORTED $59,746 IN EQUIPMENT DAMAGE.**",,,,,,,,,,,,,,,37.769249,-122.219128,1,1,,,,NILES SUB
23,1,UP,0123NC021,23,1,ATK,173397,23,1,UP,0123NC021,,,23,1,12,8,37,PM,9,0,0,0,0,,BENICIA,38.08,6,55,4,2,0,,,3,0,,,MAIN LINE 1,6,10.1,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,M101,,0,0,0,1,M404,1,6,59,50010,,06C095,0,0,0,,,,,,,,,2,7,,CL,,,,522,,2023,0,0,0,0,0,0,SOLANO,95,,,,,CWR,000-000-000,MAINTAINER HAD TRACK AND TIME 21-20 ON MT 2 BETWEEN RV038 AND RV042. HE NOTIFIED DISPATCHER 262 AND,CALLED OUT TO AMT ON MAIN 1 TO STOP THEIR TRAIN FOR ROCKSLIDE. DISPATCHER ALSO CALLED OUT TO AMT546-,12 TO STOP THEIR TRAIN FOR ROCKSLIDE. AMT546-12 ADVISED THEY HAD HIT THE ROCKSLIDE AND WERE IN EMERG,ENCY. DISPATCHER WAS ADVISED THE CAB CAR WAS OFF THE RAILS. NO INJURIES WERE REPORTED AT THIS TIME.,"UPON INVESTIGATION FOUND THE LEAD SET OF TRUCKS OF CAB CAR WAS DERAILED. **AMTRAK REPORTED $48,311 I",N EQUIPMENT DAMAGES.**,,,,,,,,,,,38.09618,-122.103235,1,1,Q,,,MARTINEZ SUB
23,3,BNSF,CA0323201,23,3,ATK,174019,23,3,BNSF,CA0323201,,028639M,23,3,10,8,5,PM,7,0,0,0,0,,LE GRAND,1041.7,6,55,3,3,0,,,,0,,,SINGLE MAIN TRACK,4,47.45,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M302,,0,0,0,0,M302,1,4,71,22120,,06C047,0,0,0,0,0,0,0,,,,,2,7,,CL,,,,151,,2023,0,0,0,0,0,0,MERCED,47,,,,,CWR,,A 719 1 10A ON SINGLE MAIN TRACK STRUCK AN UNOCCUPIED AUTO THAT PRECEDED THE GATES ON A HGX. AMTRAK,"HAD $22,120 IN EQUIPMENT DAMAGE. NO HAZMAT RELEASED",,,,,,,,,,,,,,,37.234396,-120.252745,1,1,Q,,,STOCKTON
23,3,BNSF,CA0323110,23,3,SERA,SERA202306,23,3,BNSF,CA0323110,,,23,3,14,8,45,PM,1,0,0,0,0,,RIVERBANK,1096,6,50,3,3,0,,,4,0,,,7958,1,0,2,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,T110,E64C,0,0,0,0,T110,2,1,5,40000,,06C099,0,0,0,0,0,0,0,,,,,1,7,,CL,,,,121,,2023,0,0,0,0,0,0,STANISLAUS,99,,,,,OTH,000-000-000,SERA RAILROAD ON BNSF YARD TRACK DERAILED 8 RAILCARS DUE TO WIDE GAUGE AND A THIN FLANGE ON A RAILCA,R. NO HAZMAT RELEASED,,,,,,,,,,,,,,,37.732218,-120.93508,2,5,K,,,STOCKTON
23,3,BNSF,CA0323203,,,,,23,3,BNSF,CA0323203,,028639M,23,3,15,8,24,PM,7,0,0,0,0,,LE GRAND,1041.7,6,50,3,3,38,E,BNBY,3,2967,1,Y,SINGLE MAIN TRACK,5,47.45,1,BNSF,5307,1,,,,0,,3,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,500,20000,M308,,0,0,0,0,M308,1,5,38,20500,,06C047,0,0,0,1,0,1,0,9,10,9,10,1,7,,CL,,,,111,,2023,0,0,0,0,0,0,MERCED,47,,,,N,CWR,000-000-000,B NBYLAC4 15 ON SINGLE MAIN TRACK STRUCK AN UNOCCUPIED AUTO THAT PRECEDED THE GATES AT HGX. NO HAZMA,T RELEASED.,,,,,,,,,,,,,,0,37.234396,-120.252745,1,1,Q,,,STOCKTON
23,3,BNSF,CA0323114,,,,,23,3,BNSF,CA0323114,,,23,3,1,1,49,PM,1,0,0,0,0,,SUMMIT,52.8,6,42,2,1,40,E,SCDZ,4,8990,1,Y,MAIN 2 TRACK,4,80.61,1,BNSF,238878,5,Y,BNSF,238878,5,Y,4,0,0,0,0,0,0,0,0,0,77,0,0,0,0,1,0,0,0,0,30000,0,E37C,,0,0,0,0,E37C,1,4,40,30000,,06C071,0,0,0,1,0,1,0,5,4,5,4,1,7,,CL,,,,105,,2023,0,0,0,0,0,0,SAN BERNARDINO,71,,,,N,CWR,000-000-000,SCDZSCO128  ON A MAIN 2 TRACK DERAILED 1 RAILCAR DUE TO AN ARTICULATED JOINT BREAKING. NO HAZMAT REL,EASED,,,,,,,,,,,,,,0,34.351652,-117.38229,1,1,Q,,,CAJON
23,3,BNSF,NW0323104,,,,,23,3,BNSF,NW0323104,,,23,3,7,1,12,PM,1,0,0,0,0,,WESTWOOD,163.3,6,20,2,6,3,E,WKLF,1,104,4,Y,9943,1,0,2,BNSF,3251,1,,,,0,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,60000,M101,,0,0,0,0,M101,2,1,3,60500,,06C035,0,0,0,1,0,1,1,6,12,6,12,1,7,,CL,,,,169,,2023,0,0,0,0,0,0,LASSEN,35,,,,N,OTH,000-000-000,WKLFKLF107 DERAILED 1 LOCOMOTIVE PULLING OVER A FROG. IT WAS DETERMINED THAT ICE AND THE WHEEL FLANG,E FORCED THE FROG TO BREAK CAUSING THE DERAILMENT. NO HAZMAT RELEASED,,,,,,,,,,,,,,0,40.308177,-120.998933,2,5,K,,,GATEWAY
23,3,ATK,173950,,,,,23,3,UP,0323LA010,,745571D,23,3,3,10,37,AM,7,0,0,0,0,,GOLETA,348.5,6,57,2,2,0,,761,4,0,2,N,SINGLE MAIN TRACK,3,,1,CDTX,2109,1,,,,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,57500,0,M302,,0,0,0,0,M302,1,4,0,57650,,06C083,0,0,0,0,0,0,0,,,,,1,7,,No,,,,351,,2023,0,0,0,0,0,0,SANTA BARBARA,83,,,,Y,CWR,,"GRADE CROSSING: TRAIN 761(03) OPERATING WITH CAMERA EQUIPPED LOCOMOTIVE CDTX/2109 LEADING 6 CARS, ST",RUCK A TRACTOR TYPE VEHICLE WITH A SIDE BOOM (WOODCHIPPER). THE INCIDENT OCCURRED AT A PRIVATE RAIL,"CROSSING MP 348.5, SANTA BARBARA OF THE UNION PACIFIC RAILROAD. THE OCCUPANT OF THE VEHICLE WAS ABLE",TO JUMP CLEAR PRIOR TO IMPACT AND WAS NOT INJURED.,,,,,,,,,,,,0,34.460253,-120.003483,1,1,Q,,,SANTA BARBARA
23,3,ATK,174019,,,,,23,3,BNSF,CA0323201,,028639M,23,3,10,8,5,PM,7,0,0,0,0,,LE GRAND,1041.7,6,55,4,3,71,E,719,4,0,2,Y,SINGLE MAIN TRACK,4,47,1,CDTX,2013,1,,,,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22120,0,M302,,0,0,0,0,M302,1,4,71,22120,,06C047,0,0,0,1,0,1,1,10,5,4,52,1,7,,No,,,,323,,2023,0,0,0,0,0,0,MERCED,47,,,,Y,CWR,,GRADE CROSSING: TRAIN 719(10) - OPERATING WITH CAMERAEQUIPPED LOCOMOTIVE CDTX/2013- COLLIDED WITH A,"VEHICLE. THE INCIDENT OCCURRED AT CUNNINGHAM ROAD CROSSING IN LE GRAND (DOT# 028639M), MP 1041.73, S",TOCKTON SUBDIVISION OF THE BNSF RAILROAD. THE OCCUPANTS OF THE VEHICLE WERE ABLE TO EVACUATE PRIOR T,O ARRIVAL OF THE TRAIN.,,,,,,,,,,,,0,37.234396,-120.252745,1,1,Q,,,STOCKTON
23,3,ATK,174071,,,,,23,3,UP,0323NC058,,,23,3,16,6,34,PM,9,0,0,0,0,,RICHMOND,11.7,6,55,3,1,37,E,547,3,0,2,N,MAIN TRACK,4,,1,CDTX,2102,1,,,,0,,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15621,0,M502,,0,0,0,0,M502,1,4,37,15621,,06C013,0,0,0,0,0,0,0,,,,,1,7,,No,,,,244,,2023,0,0,0,0,0,0,CONTRA COSTA,13,,,,Y,CWR,,DEBRIS STRIKE: TRAIN 547(16) WAS STRUCK BY UNIDENTIFIED OBJECTS THROWN FROM TRACKSIDE. THE TRAIN WAS,"HIT AT MP 11.75 CUTTING BLVD, MARTINEZ SUBDIVISION OF THE UNION PACIFIC RAILROAD. THERE WAS DAMAGE",TO THE WINDSHIELD ON LOCOMOTIVE E/CDTX 2102.,,,,,,,,,,,,,0,37.93361,-122.34993,1,1,,,,MARTINEZ
23,3,ATK,174112,,,,,23,3,UP,0323NC031,,,23,3,21,2,52,PM,9,0,0,0,0,,PORT COSTA,28.8,6,54,2,3,44,E,534,3,0,B,Y,MAIN TRACK 2,3,,1,CDTX,6964,1,Y,,,0,,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,28780,0,M404,,0,0,0,0,M404,1,4,44,32364,,06C013,0,0,0,1,0,1,1,2,,2,,1,7,,No,,,,248,,2023,0,0,0,0,0,0,CONTRA COSTA,13,,,,Y,CWR,,DEBRIS STRIKE: TRAIN 534(21) DERAILED THE FIRST TRUCK (4 WHEELS) OF CAB CAR CC/6964 AFTER COLLIDING,WITH A DOWNED TREE 16 MILES EAST OF RICHMOND. THE TRAIN REMAINED UPRIGHT WITH DAMAGES SUSTAINED TO T,HE CAB CAR AXLES AND DAMAGES TO THE WHEEL TRUCK.,,,,,,,,,,,,,0,38.041,-122.177,1,1,J,Q,,MARTINEZ
23,3,UP,0323LA058,,,,,23,3,UP,0323LA058,,,23,3,27,7,0,AM,1,0,0,0,0,,LA PUENTE,501.32,6,44,2,2,7,R,IG1L,3,597,1,Y,TRACK 12,1,,2,DTTB,795353,32,Y,,,0,,1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,1,0,0,0,0,159,50650,M201,,0,0,0,0,M201,2,1,7,50809,,06C037,0,0,0,1,0,1,0,3,15,3,15,1,7,,CL,,,,151,,2023,0,0,0,0,0,0,LOS ANGELES,37,,,,N,OTH,000-000-000,"IGILC-22, WHILE SHOVING INTO TRACK A3 AT INDUSTRY YARD, RAILCAR DTTB795353 DERAILED A SET OF WHEELS",DUE TO A SHIFTED LOAD IN THE MIDDLE OF THEIR TRAIN.,,,,,,,,,,,,,,0,34.014367,-117.947151,2,5,L,,,ALHAMBRA SUB
23,3,UP,0323NC032,,,,,23,3,UP,0323NC032,,,23,3,22,12,35,AM,1,0,0,0,0,,OAKLAND,5.19,6,47,4,3,10,E,YOA8,1,5449,7,Y,YARD 059,1,,2,SMNX,44647,28,Y,,,0,,2,0,0,0,0,0,0,0,0,0,40,0,6,0,0,3,0,0,0,0,20225,41207,H607,H702,0,0,0,0,H607,2,1,10,61432,,06C001,0,0,0,1,0,0,2,2,5,,,1,7,,CL,,,,323,,2023,0,0,0,0,0,0,ALAMEDA,1,0,0,,N,CWR,000-000-000,"YOA88-21 WAS PULLING OUT OF TRACK 59, WHEN THE JOB RAN THROUGH THE BOWL LEAD SWITCH AFTER FOLLOWING","THE AOAOA TRAIN, THAT SHOVED IN THE CLEAR OF TRACK 74. THE JOB FAILED TO VERIFY THAT THE LEAD WAS LI","NED FOR THEIR MOVE AND THE ENGINEER DID NOT REALIZE HE HAD RUN THROUGH THE LEAD SWITCH, AND AS RESUL","T, THREE CARS DERAILED.",,,,,,,,,,,,0,37.802453,-122.30286,2,5,,,,NILES SUB
23,2,UP,0223LA052,23,2,ATK,173683,23,2,UP,0223LA052,,,23,2,6,7,10,AM,9,0,0,0,0,,CARPINTERIA,374.6,6,53,2,1,0,,,3,0,,,SINGLE MAIN TRACK,4,136,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,M404,,0,0,0,0,M404,1,4,33,16449,,06C083,0,0,0,0,0,0,0,,,,,2,7,,CL,,,,295,,2023,0,0,0,0,0,0,SANTA BARBARA,83,,,,,CWR,000-000-000,AMTRAK TRAIN STRUCK A TREE WITH LOCOMOTIVE E/C2122 THAT HAD FALLEN ON UP MAIN NEAR MP 374.6 OF THE S,"ANTA BARBARA SUB NORTH OF CARPINTERIA. CREW REPORTED SIDE WINDOW WAS SHATTERED, REARVIEW MIRROR CRAC","KED, AND LEFT DITCH LIGHT COVER WAS BROKEN ON LOCOMOTIVE. **AMTRAK EQUIPMENT DAMAGE = $15,949**",,,,,,,,,,,,,,34.415974,-119.570398,1,1,Q,,,SANTA BARBARA SUB
23,3,UP,0323LA015,,,,,23,3,UP,0323LA015,,,23,3,9,4,30,PM,1,0,0,0,0,,LONG BEACH,2,6,59,2,1,5,E,LOI2,3,0,8,Y,YARD 904,1,,2,UP,5519,3,N,UP,5519,3,N,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17124,4850,E79L,,0,0,0,0,E79L,2,1,5,21974,,06C037,0,0,0,1,0,1,1,4,30,4,30,1,7,,CL,,,,158,,2023,0,0,0,0,0,0,LOS ANGELES,37,,,,N,CWR,000-000-000,THE LOI21-09 WAS SHOVING INTO TRACK 305 WITH LIGHT LOCOMOTIVES TO PICK UP CARS WHEN IT WAS DISCOVERE,D THAT THE THIRD LOCOMOTIVE IN THEIR CONSIST HAD DERAILED.,,,,,,,,,,,,,,0,33.843361,-118.221978,2,5,L,,,DOLORES IND LD
23,3,UP,0323NC058,23,3,ATK,174071,23,3,UP,0323NC058,,,23,3,16,6,34,PM,9,0,0,0,0,,RICHMOND,11.7,6,55,3,1,0,,,4,0,,,MAIN LINE 1,4,9.5,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M404,,0,0,0,0,M502,1,4,37,15621,,06C013,0,0,0,0,0,0,0,,,,,2,7,,CL,,,,179,,2023,0,0,0,0,0,0,CONTRA COSTA,13,,,,,CWR,000-000-000,AMTRAK TRAIN 547(16) WAS STRUCK BY UNIDENTIFIED OBJECTS THROWN FROM TRACKSIDE. THERE WAS DAMAGE TO T,"HE WINDSHIELD ON LOCOMOTIVE E/CDTX 2102. **AMTRAK REPORTED $15,621 IN DAMAGES**",,,,,,,,,,,,,,,37.933459,-122.349847,1,1,Q,,,MARTINEZ SUB
23,3,UP,0323NC031,23,3,ATK,174112,23,3,UP,0323NC031,,,23,3,21,2,52,PM,9,0,0,0,0,,PORT COSTA,28.8,6,51,2,3,0,,,3,0,,,MAIN LINE 2,4,6,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3584,M404,,0,0,0,0,M404,1,4,44,32364,,06C013,0,0,0,0,0,0,0,,,,,2,7,,CL,,,,123,,2023,0,0,0,0,0,0,CONTRA COSTA,13,,,,,OTH,000-000-000,AMTRAK 534-21 DERAILED WHEN THE CAB CAR STRUCK A TREE THAT HAD FALLEN ACROSS THE TRACKS. **ATK EQUIP,"MENT DAMAGE = $28,780**",,,,,,,,,,,,,,,38.040144,-122.176356,1,1,J,,,MARTINEZ SUB
23,1,FOXY,230110004,,,,,23,1,FOXY,230110004,,,23,1,10,5,50,PM,1,0,0,0,0,,COMBINED LOCKS,115,55,37,4,1,8,R,AP20,1,365,7,Y,K836/K519,1,,4,FBOX,504454,6,N,,,0,,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,6800,6164,T113,T222,0,0,0,0,T113,4,1,8,12964,,55C087,0,0,0,1,0,1,1,8,50,8,50,1,4,,,,,,377,,2023,0,0,0,0,0,0,OUTAGAMIE,87,,,,N,OTH,000-000-000,ON 1/10/23 AT 1800 THE FOXY TEAM WAS NOTIFIED OF A SINGLE CAR DERAILMENT AT WSI IN KIMBERLY. THE AP2,01 WITH 2X3=320TONS WAS PULLING INTO WSI AUXILIARY TRACK WHEN THEY EXPERIENCED A SINGLE CAR DERAILME,NT WITH THE REAR CAR OF THEIR TRAIN. THE FBOX 504454 HAD DERAILED 4 AXLES. NO INJURIES OR HAZMAT. IN,VESTIGATION REVEALED WIDE GAUGE AND WORN RAIL AS THE CAUSE OF THE DERAILMENT.,,,,,,,,,,,,0,44.27109,-88.316138,2,5,K,,,NEW LONDON
23,2,UP,0223GL009,,,,,23,2,XHIC,INDUSTRY,,,23,2,3,7,15,PM,1,0,0,0,0,,WYEVILLE,171.78,55,1,3,2,7,R,LTS7,4,0,8,Y,INDUSTRY 821,1,,4,UP,1899,2,N,,,0,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045,21310,T313,,0,0,0,0,T313,4,1,7,23355,,55C081,0,0,0,1,0,0,1,5,15,,,1,4,,CL,,,,196,,2023,0,0,0,0,0,0,MONROE,81,,,,N,OTH,000-000-000,"LTS71-03 WAS GOING INTO THE HI-CRUSH FACILITY, WITH LIGHT POWER TO PULL LOADS, WHEN THEY DERAILED TH","E UP1899, WHICH WAS THE SECOND LOCOMOTIVE IN THEIR THREE LOCOMOTIVE CONSIST. **INDUSTRY TRACK.**",,,,,,,,,,,,,,0,44.044479,-90.403138,2,5,,,,ALTOONA SUB
23,2,NS,152334,,,,,23,2,NS,152334,,,23,2,17,4,0,AM,13,0,0,0,0,,RED JACKET,15.5,54,35,1,3,0,E,U01U,2,0,1,N,SINGLE MAIN TRACK,1,2,1,NDYX,964539,4,Y,,,0,,2,0,0,0,0,0,0,0,0,0,103,0,0,0,0,5,0,0,0,0,183326,5800,T002,,0,0,0,0,T002,1,1,0,189126,,54C059,0,0,0,0,0,0,0,,,,,1,2,,CL,,,,80,,2023,0,0,0,0,0,0,MINGO,59,,,,N,CWR,000-000-000,MUDSLIDE STUCK SIDE OF STANDING TRAIN AND DERAILED 5 CARS.  NO NS CREW INVOLVED.,,,,,,,,,,,,,,,0,37.697986,-82.112477,2,3,Z,M,M,KENOVA
