incdtno,year,month,day,timehr,timemin,ampm,type,state,temp,visiblty,weather,trnspd,tons,loadf1,emptyf1,cause,acctrk,acctrkcl,enghr,cdtrhr,cntycd
UP220528,22,5,28,12,16,AM,9,29,65,4,1.0,0,0,0,0,H,1,3,3,3,95
0422HL005,22,4,11,7,53,AM,1,29,50,1,2.0,9,21736,151,1,M,1,4,2,2,95
220524003,22,5,24,12,45,PM,1,29,50,2,3.0,3,120,0,4,H,4,1,5,5,47
22081801,22,8,18,11,30,AM,1,29,85,2,1.0,5,8803,69,27,H,2,2,2,2,95
22030501,22,3,5,3,7,PM,12,29,60,2,2.0,2,1183,12,0,M,2,1,3,3,95
0322HL011,22,3,13,5,30,PM,1,29,66,2,2.0,4,15596,119,63,T,2,1,6,6,95
UP220202,22,2,2,4,54,PM,1,29,20,2,1.0,0,0,0,0,H,1,1,3,3,95
UP220411,22,4,11,7,53,AM,1,29,55,1,1.0,0,0,0,0,M,1,4,3,3,95
220220001,22,2,20,7,30,AM,1,29,55,1,1.0,5,572,4,0,T,4,1,3,3,47
169884,22,2,25,12,9,AM,1,29,19,4,1.0,10,0,0,0,T,2,1,5,5,510
HL0322122,22,3,27,6,46,PM,1,29,40,3,2.0,8,7385,64,7,H,1,3,5,5,127
HL0322109,22,3,14,3,10,AM,12,29,45,4,1.0,4,9694,71,19,H,2,1,7,7,9
HL0322112,22,3,19,11,5,AM,1,29,49,2,2.0,5,4130,25,27,H,2,1,3,3,510
144113,22,1,23,5,30,AM,13,29,25,1,1.0,0,0,0,0,H,2,1,3,3,47
170347,22,4,13,6,39,PM,7,29,39,2,1.0,47,0,0,0,M,1,4,3,11,51
HL0422107,22,4,12,1,28,PM,1,29,74,2,1.0,37,20221,142,0,E,1,4,10,10,11
151090,22,10,8,12,0,AM,12,29,54,4,1.0,0,0,1,0,H,2,1,3,3,7
0722HL015,22,7,11,7,25,PM,1,29,86,3,2.0,8,3944,24,21,T,2,1,4,3,95
HL0822102,22,8,3,12,30,PM,1,29,95,2,2.0,5,0,0,0,T,2,1,5,5,47
HL0822103,22,8,4,12,59,PM,1,29,95,2,1.0,10,1328,10,0,T,2,1,5,5,31
0122GL024,22,1,26,1,50,PM,12,27,9,2,2.0,0,68,1,0,H,2,1,3,3,123
0122GL024,22,1,26,1,50,PM,12,27,9,2,2.0,2,134,1,0,H,2,1,6,3,123
151090,22,10,8,12,0,AM,12,29,54,4,1.0,20,0,0,0,H,2,1,8,8,7
1022HL035,22,10,30,1,30,PM,13,29,60,2,2.0,7,133,0,4,H,2,1,7,3,21
0822HL023,22,8,18,11,30,AM,1,29,79,2,1.0,0,0,0,0,H,2,2,3,3,95
0922HL011,22,9,13,11,35,PM,1,29,85,4,1.0,7,1149,0,28,H,2,1,7,3,95
0822GL034,22,8,27,11,30,AM,12,27,75,2,3.0,0,1,0,1,H,4,1,3,3,139
0822GL034,22,8,27,11,30,AM,12,27,75,2,3.0,5,14718,75,0,H,4,1,9,3,139
1122GL002,22,11,4,10,45,AM,1,27,40,2,2.0,5,4666,34,9,T,2,1,10,10,37
1106366,22,6,22,5,30,PM,1,27,75,2,1.0,5,13818,140,0,H,2,1,10,10,137
1222GL001,22,12,1,11,30,PM,1,27,31,4,2.0,10,1674,11,9,T,2,1,5,5,139
1103644,22,5,24,2,30,AM,1,27,47,4,1.0,5,0,140,0,T,2,1,2,2,137
TC1222106,22,12,5,5,30,PM,1,27,20,3,2.0,2,3639,26,6,M,2,1,3,3,3
TC1222102,22,12,1,12,43,PM,1,27,25,2,1.0,48,7928,50,40,E,1,4,5,5,119
TC0922108,22,9,24,1,30,PM,1,27,65,2,1.0,5,5203,73,0,H,2,1,2,2,163
0822GL001,22,8,1,1,20,AM,1,27,75,4,2.0,6,11361,85,9,T,2,1,10,10,123
20220823B1,22,8,23,11,55,PM,11,23,73,4,2.0,0,10050,73,37,M,3,1,3,3,5
206380,22,7,28,10,40,AM,4,26,80,2,1.0,0,0,7,0,H,2,1,3,3,81
171545,22,8,3,5,45,PM,9,26,72,2,3.0,84,0,0,0,M,1,6,4,4,27
202137,22,1,1,1,4,AM,1,26,45,4,2.0,33,13992,108,0,E,1,3,4,4,163
207348,22,9,19,6,0,PM,12,26,75,3,2.0,6,0,6,21,H,2,1,2,2,163
207348,22,9,19,6,0,PM,12,26,75,3,2.0,0,0,49,29,H,2,1,3,3,163
207577,22,10,1,6,20,AM,1,24,50,1,3.0,4,0,29,10,E,2,1,6,6,1
207884,22,10,18,1,7,PM,1,24,49,2,1.0,2,0,41,28,E,2,1,7,7,1
172164,22,9,27,5,4,PM,9,24,72,2,1.0,90,0,0,0,M,1,7,3,3,33
1224221,22,12,24,1,26,AM,1,25,10,4,2.0,0,0,0,0,H,2,1,3,3,27
208965,22,12,24,1,45,AM,1,25,15,4,1.0,0,7304,41,61,H,2,1,5,5,27
YR2022161,22,12,23,7,11,PM,9,25,34,4,1.0,57,0,0,0,M,1,4,4,4,23
20220609,22,6,9,12,50,PM,1,25,79,2,2.0,22,314,4,1,M,1,2,5,5,13
169376,22,1,2,10,36,AM,3,25,30,4,1.0,0,0,0,0,H,2,1,3,3,25
YR202235,22,3,3,1,38,PM,9,25,35,2,1.0,55,0,0,0,M,1,4,6,6,17
MC220112B,22,1,12,12,15,PM,1,25,13,2,2.0,4,671,0,0,M,2,1,5,5,23
YR202227,22,2,25,3,30,PM,7,25,20,2,6.0,51,0,0,0,M,1,4,4,4,17
YR202228,22,2,25,8,35,AM,9,25,29,2,6.0,32,0,0,0,M,1,4,4,4,17
145806,22,7,12,3,15,PM,4,22,90,2,1.0,0,0,0,1,H,2,1,11,11,71
145806,22,7,12,3,15,PM,4,22,90,2,1.0,0,0,0,1,H,2,1,11,11,71
22072903,22,7,29,3,0,PM,7,22,100,2,1.0,56,8285,36,97,M,1,4,10,10,17
22071904,22,7,19,12,30,PM,12,22,100,2,1.0,4,0,0,0,H,2,2,6,6,17
22071904,22,7,19,12,30,PM,12,22,100,2,1.0,0,8507,62,41,H,2,2,3,3,17
1116190,22,10,13,6,50,PM,1,22,85,4,1.0,3,21408,150,0,S,4,1,10,10,95
1116262,22,10,14,2,12,PM,7,22,87,2,1.0,0,0,0,0,M,1,4,3,3,105
0822GC022,22,8,27,11,30,PM,12,22,74,4,1.0,8,0,0,0,H,2,1,1,3,77
170074,22,3,21,3,3,PM,7,22,77,2,1.0,77,0,0,0,M,1,4,3,3,105
204134,22,4,10,9,30,PM,4,22,68,4,1.0,3,0,112,20,H,1,1,7,7,71
RD0422109,22,4,14,2,0,AM,1,22,70,4,3.0,6,2530,23,0,H,2,1,10,10,51
204134,22,4,10,9,30,PM,4,22,68,4,1.0,5,0,27,123,H,1,1,6,6,71
172381,22,10,14,2,12,PM,7,22,87,2,1.0,79,0,0,0,M,1,4,2,4,105
0822GC022,22,8,27,11,30,PM,12,22,74,4,1.0,0,0,0,0,H,2,1,3,3,77
1091724,22,1,5,2,15,AM,1,22,65,4,1.0,9,1650,5,58,H,2,1,4,4,33
1093938,22,2,5,4,5,AM,1,22,50,4,1.0,5,6083,41,11,T,2,1,4,4,89
1094789,22,2,15,8,20,AM,1,22,50,2,1.0,8,5280,23,62,T,2,1,8,8,5
0322GC028,22,3,24,2,30,AM,13,22,72,4,2.0,0,36,0,1,M,2,1,4,3,79
0322GC027,22,3,29,2,45,AM,1,22,67,4,1.0,7,8913,51,57,T,2,1,6,6,121
144559,22,3,2,12,51,AM,12,21,40,4,1.0,0,0,0,1,H,2,1,3,3,111
206277,22,7,23,4,30,PM,1,21,98,2,1.0,1,0,24,11,T,2,1,10,10,111
207522,22,9,27,5,45,PM,7,21,72,3,1.0,28,2688,0,108,M,1,4,3,3,233
202831,22,2,2,1,40,AM,1,21,40,4,3.0,5,1980,9,12,T,4,1,6,6,47
1122HL012,22,11,13,8,22,PM,1,20,34,4,1.0,9,4141,32,0,M,3,2,11,3,103
0822HL026,22,8,26,9,40,PM,1,20,82,4,1.0,5,12813,73,114,H,2,1,11,11,177
0822HL030,22,8,29,2,30,PM,1,20,90,2,2.0,4,2890,10,32,E,2,1,8,3,177
211215004,22,12,15,3,30,PM,1,20,40,2,1.0,0,2218,0,71,M,1,1,3,3,101
220201006,22,2,1,5,20,PM,1,20,10,3,1.0,5,715,5,0,T,2,1,8,8,209
220315WTA,22,3,15,2,30,PM,1,20,59,2,1.0,4,3415,0,110,E,2,1,7,7,173
0222HL012,22,2,23,10,15,AM,1,20,12,2,6.0,3,267,0,8,H,2,1,4,4,125
0122HL014,22,1,5,9,23,PM,1,20,20,4,6.0,5,6732,46,23,E,2,1,5,3,173
KS0322101,22,3,2,4,19,PM,1,20,70,2,1.0,10,2530,14,30,M,2,1,3,8,209
KS0322105,22,3,8,3,20,AM,1,20,30,4,1.0,2,1914,11,29,M,2,1,3,4,209
KS0422101,22,4,1,6,15,AM,1,20,33,1,1.0,2,16293,113,34,H,1,4,1,7,79
KS0422104,22,4,19,5,18,PM,1,20,58,3,1.0,6,3220,0,104,M,2,1,3,3,57
0722HL028,22,7,21,1,53,PM,1,20,92,2,1.0,8,7826,71,47,M,2,1,3,3,209
220825004,22,8,25,10,10,AM,1,20,83,2,1.0,3,1154,20,20,T,4,1,5,5,83
220816002,22,8,16,3,0,AM,1,20,82,4,1.0,13,2662,7,57,T,2,2,6,3,21
KS0222112,22,2,10,10,6,AM,1,20,30,2,1.0,10,2068,17,6,M,2,1,3,11,209
220304005,22,3,4,3,0,PM,1,20,60,2,1.0,4,600,2,3,T,4,1,8,8,209
220311006,22,3,11,3,58,AM,1,20,45,4,1.0,6,4290,30,35,T,4,1,5,5,49
0222ES035,22,2,15,10,35,AM,9,20,52,2,1.0,2,0,0,1,H,1,4,3,3,85
KS1222102,22,12,2,1,40,AM,4,20,45,4,1.0,3,3091,20,27,E,2,1,3,3,209
KS1222102,22,12,2,1,40,AM,4,20,45,4,1.0,3,0,0,0,E,2,1,2,3,209
KS1222108,22,12,21,5,13,AM,1,20,-8,1,6.0,5,0,0,0,H,2,1,3,6,209
KS1222114,22,12,29,11,0,AM,1,20,56,2,1.0,8,3337,0,133,E,3,3,2,2,79
1096486,22,3,6,4,30,AM,12,18,45,4,2.0,0,0,2,0,T,2,1,3,3,89
1096486,22,3,6,4,30,AM,12,18,45,4,2.0,3,0,1,0,T,2,1,8,8,89
202765,22,1,30,3,36,AM,4,18,23,4,1.0,5,0,43,79,H,2,1,5,3,63
144700,22,3,15,6,15,PM,12,18,45,3,1.0,5,0,0,3,H,2,2,4,3,39
0122HL026,22,1,14,10,3,PM,1,20,30,4,6.0,10,4050,31,0,T,2,1,1,1,173
0122HL027,22,1,13,8,28,PM,13,20,38,4,2.0,2,8538,99,3,E,1,3,6,3,41
KS0222119,22,2,21,11,50,PM,1,20,32,4,1.0,4,3762,21,44,M,2,1,3,7,209
KS0222119,22,2,21,11,50,PM,1,20,32,4,1.0,8,1638,10,16,M,2,1,9,9,209
KS0222109,22,2,6,11,0,PM,13,20,33,4,1.0,5,3641,22,37,M,2,1,3,8,209
0722HL013,22,7,8,7,46,PM,1,20,94,3,1.0,0,8462,66,76,H,2,1,11,11,125
0722HL025,22,7,20,2,35,PM,1,20,90,2,1.0,19,6896,28,93,E,1,4,6,6,5
RD0822102,22,8,4,3,55,AM,1,20,89,4,1.0,6,4678,47,21,H,2,1,2,2,35
KS0822101,22,8,3,3,51,AM,4,20,72,4,1.0,3,6345,37,43,H,2,1,5,5,209
KS0422201,22,4,21,8,0,AM,7,20,58,1,4.0,17,3562,0,115,M,1,3,1,1,157
1121647,22,12,30,3,15,AM,1,18,55,4,3.0,0,0,0,0,H,2,1,3,3,89
1093937,22,2,4,6,35,AM,1,18,19,4,1.0,5,136,0,1,T,2,1,9,3,89
0822MA034,22,8,26,10,12,PM,1,17,81,4,1.0,3,8064,60,22,E,2,4,9,9,163
0822MA035,22,8,26,9,0,PM,13,17,74,4,1.0,4,5608,45,13,H,2,1,6,6,163
0822MA028,22,8,19,8,30,PM,1,17,77,4,1.0,2,14867,104,96,H,2,1,4,3,163
0622MA019,22,6,13,7,10,AM,7,17,94,2,1.0,0,0,0,0,M,2,1,3,3,119
1120447,22,12,9,10,15,PM,7,17,39,4,3.0,40,4630,0,152,M,1,4,7,7,31
20220613,22,6,13,7,10,AM,8,17,98,1,1.0,8,0,24,3,M,2,1,7,7,119
1122PR001,22,11,2,7,52,PM,1,17,56,3,2.0,7,221,0,4,E,2,1,7,7,141
1122PR005,22,11,10,4,23,PM,1,17,62,2,1.0,6,928,13,0,H,2,1,3,3,141
KJRY221201,22,12,1,6,30,PM,1,17,40,4,1.0,9,0,6,10,E,1,1,9,9,67
22220819,22,8,19,8,30,PM,1,17,80,4,1.0,4,0,104,96,H,2,1,6,6,163
20220603,22,6,3,11,59,AM,1,17,79,2,1.0,7,0,98,53,H,1,1,4,4,163
1122PR011,22,11,24,2,30,AM,1,17,45,4,1.0,5,149,1,1,H,4,1,8,3,31
1122ME025,22,11,28,9,0,PM,1,17,42,4,1.0,4,0,0,0,H,2,2,7,3,31
CH1222114,22,12,22,10,30,PM,1,17,-5,4,6.0,4,4077,17,50,M,2,1,3,7,95
CH1222109,22,12,17,3,15,AM,1,17,22,4,1.0,4,5940,39,50,M,2,1,3,4,95
CH1222103,22,12,8,2,10,PM,1,17,41,2,2.0,4,11416,56,117,T,2,1,3,6,95
220906,22,9,6,5,30,PM,1,17,78,2,1.0,4,0,0,0,S,2,1,2,2,163
220911,22,9,11,4,15,PM,1,17,70,2,1.0,4,0,37,27,M,2,1,1,1,163
220955,22,9,5,7,20,AM,1,17,78,1,1.0,4,0,42,22,M,2,1,8,8,163
0322GL026,22,3,24,1,59,AM,1,19,33,4,2.0,46,23315,169,35,H,1,4,7,7,33
0222PR013,22,2,15,6,45,AM,1,17,22,1,2.0,5,7520,132,0,T,2,1,3,3,197
145668,22,6,26,10,50,AM,1,17,80,2,2.0,15,5509,34,28,M,1,4,9,9,185
1,22,11,11,9,0,PM,1,17,33,4,1.0,5,0,0,31,H,4,1,5,5,119
1105568,22,6,14,3,16,PM,1,19,93,2,1.0,25,16249,109,1,T,1,3,5,5,161
0422GL009,22,4,6,8,0,AM,1,19,44,2,2.0,0,2883,0,134,E,1,5,3,3,45
0422GL009,22,4,6,8,0,AM,1,19,44,2,2.0,32,12683,85,50,E,1,5,10,10,45
2022017,22,5,13,7,20,AM,7,19,69,1,1.0,34,9849,71,19,M,1,3,2,2,31
206506,22,8,2,3,30,PM,1,13,94,2,1.0,7,0,4,0,M,2,1,8,3,299
78597,22,11,22,11,30,PM,1,9,35,4,1.0,7,0,0,0,H,2,1,7,6,9
78598,22,11,28,2,27,AM,13,9,54,4,1.0,3,0,0,0,H,2,1,4,4,9
76971,22,4,19,11,40,AM,12,9,46,2,2.0,1,0,0,0,E,2,1,6,5,9
76890,22,4,4,1,0,AM,12,9,40,4,1.0,1,0,0,0,M,2,1,2,2,9
76890,22,4,4,1,0,AM,12,9,40,4,1.0,0,0,0,0,M,2,1,3,3,9
169380,22,1,2,8,29,PM,9,12,75,4,1.0,50,0,0,0,M,1,4,1,1,117
X13030622,22,3,6,5,20,PM,7,12,79,2,1.0,0,0,0,0,M,1,4,3,3,11
X15031822,22,3,18,5,41,PM,7,12,82,2,1.0,0,0,0,0,M,1,4,3,3,11
X16033122,22,3,31,3,20,PM,7,12,87,2,1.0,0,0,0,0,M,1,4,3,3,11
76787,22,3,21,2,40,AM,12,9,44,4,1.0,5,0,0,6,E,2,1,2,2,9
0922NC011,22,9,11,2,45,AM,1,6,75,4,2.0,8,766,3,0,H,2,1,4,3,77
0922ES007,22,9,7,1,0,PM,9,6,95,2,1.0,0,0,0,1,E,1,4,2,3,61
CA0822116,22,8,29,7,20,AM,1,6,85,1,1.0,4,6758,50,14,H,2,1,1,1,71
0922ES007,22,9,7,1,0,PM,9,6,95,2,1.0,15,0,0,1,E,1,4,2,3,61
KRR018922,22,9,2,11,0,PM,1,5,73,4,2.0,9,5300,27,4,M,1,1,3,3,57
0722MA001,22,7,1,12,46,AM,1,5,76,4,2.0,1,2819,25,14,M,2,1,3,3,69
0722MA026,22,7,10,11,10,PM,12,5,76,4,2.0,0,141,1,0,H,2,1,7,3,69
208819,22,12,14,9,10,AM,1,54,53,2,1.0,2,12203,93,18,H,2,1,7,7,103
1,22,11,26,9,0,AM,1,54,50,2,1.0,5,3,22,0,T,1,1,5,5,97
204935,22,5,14,3,15,AM,1,54,63,4,1.0,18,251,40,8,E,1,2,7,7,103
221006002,22,10,6,4,30,PM,1,54,70,2,1.0,5,2788,17,16,T,4,1,9,9,19
0722MA026,22,7,10,11,10,PM,12,5,76,4,2.0,5,238,2,0,H,2,1,3,3,69
0722MA035,22,7,15,4,43,PM,1,5,98,2,1.0,5,17598,125,3,T,2,1,3,3,59
0722MA049,22,7,19,12,10,PM,1,5,92,2,1.0,4,58,1,0,M,2,1,3,3,69
0722MA057,22,7,30,3,32,PM,1,5,97,2,2.0,19,13510,102,0,T,3,2,6,6,91
SERA202222,22,12,8,10,40,AM,1,6,45,2,1.0,8,1108,6,5,T,1,1,4,4,109
CA1222109,22,12,16,3,18,AM,1,6,50,4,1.0,5,1339,10,1,T,4,1,11,11,73
1022NC022,22,10,15,3,20,PM,7,6,67,2,1.0,0,0,0,0,M,1,4,3,3,53
CA1122110,22,11,17,10,40,PM,1,6,54,4,1.0,3,1966,61,0,M,2,1,7,7,65
PWR098822R,22,5,26,5,24,AM,1,9,51,1,1.0,13,4930,35,0,T,2,2,9,9,9
PWR100822D,22,5,31,2,15,PM,1,9,90,2,1.0,39,527,3,0,T,1,3,7,7,11
78069,22,9,23,4,33,AM,1,9,55,4,1.0,9,0,0,0,H,2,1,4,4,9
78231,22,10,17,10,51,AM,7,9,55,2,3.0,32,0,0,0,M,1,3,6,6,9
172570,22,10,30,8,3,AM,9,9,42,2,1.0,5,0,0,0,H,2,1,1,1,9
171234,22,7,6,3,30,AM,13,11,74,4,1.0,3,0,0,0,H,2,1,7,3,1
206316,22,7,26,10,57,PM,1,13,80,4,2.0,4,0,17,59,M,2,1,3,3,299
206316,22,7,26,10,57,PM,1,13,80,4,2.0,0,0,22,0,M,2,1,3,3,299
2022024,22,7,13,2,48,PM,7,19,85,2,1.0,32,12039,77,43,M,1,3,6,6,155
2022026,22,7,21,7,4,PM,7,19,87,3,1.0,38,6703,47,13,M,1,3,2,2,139
CH0722104,22,7,12,4,25,PM,1,19,82,2,1.0,3,2398,20,6,T,4,1,9,9,45
1001706662,22,6,1,6,45,AM,1,19,55,1,1.0,24,16510,114,0,T,1,3,6,6,5
0622GL005,22,6,10,8,10,AM,1,19,67,2,2.0,3,24105,175,62,T,2,1,5,5,45
0922ES026,22,9,20,2,30,PM,13,19,92,2,1.0,5,0,0,1,H,2,1,9,3,127
0922GL001,22,9,2,6,25,PM,1,19,84,3,1.0,6,14585,95,74,H,2,1,9,9,15
0922GL007,22,9,5,2,40,AM,1,19,61,4,1.0,45,18479,131,34,H,1,4,8,8,69
207496,22,9,26,8,45,PM,1,17,68,4,1.0,0,0,0,0,T,2,1,3,3,163
0122MA027,22,1,23,3,13,PM,7,17,28,2,1.0,0,0,0,0,M,1,4,3,3,119
22092602,22,9,26,8,45,PM,1,17,68,4,1.0,7,2110,18,2,T,2,1,4,4,163
0622PR001,22,6,1,10,20,PM,1,17,60,4,2.0,4,5423,21,70,H,4,2,4,3,31
0622MA003,22,6,3,11,55,AM,1,17,79,2,1.0,8,11548,0,0,H,1,1,4,3,163
22090801,22,9,8,6,30,AM,1,17,65,1,1.0,3,1812,13,10,H,4,1,8,8,163
CH0122114,22,1,28,8,7,PM,1,17,16,3,6.0,7,5500,50,0,M,2,1,4,4,31
204646,22,4,30,1,0,AM,4,18,57,4,2.0,7,0,6,22,H,2,1,2,3,63
204646,22,4,30,1,0,AM,4,18,57,4,2.0,7,0,8,6,H,2,1,2,2,63
CH0322113,22,3,18,11,53,AM,12,17,55,2,2.0,0,10799,71,47,H,2,1,3,3,43
CH0322113,22,3,18,11,53,AM,12,17,55,2,2.0,1,5290,0,198,H,2,1,11,11,43
1122AS005,22,11,21,10,37,PM,1,17,45,4,1.0,5,9253,0,13,H,2,1,3,3,163
220824,22,8,24,3,0,PM,1,17,75,2,1.0,3,0,22,1,T,2,1,8,8,163
1222PR017,22,12,27,4,55,PM,1,17,24,2,2.0,6,385,0,20,T,2,1,2,3,31
2022053,22,12,6,12,0,PM,7,17,44,2,2.0,24,0,0,0,M,1,2,3,3,123
0422MA003,22,4,7,4,47,AM,1,17,42,4,2.0,7,3336,0,136,M,2,1,2,3,157
122922,22,12,29,9,30,AM,1,17,45,2,2.0,50,1,20,0,H,4,2,3,3,53
20220721,22,7,21,5,19,PM,1,17,102,2,1.0,0,0,0,0,H,2,1,3,3,163
1094348,22,2,9,4,0,AM,4,17,33,4,1.0,0,12869,31,59,H,2,1,3,3,19
1094348,22,2,9,4,0,AM,4,17,33,4,1.0,1,5359,47,4,H,2,1,7,7,19
0922ES026,22,9,20,2,30,PM,13,19,92,2,1.0,0,0,0,1,H,2,1,3,3,127
0922GL020,22,9,16,3,45,AM,1,19,64,4,2.0,6,570,0,14,T,2,1,7,3,193
0922GL028,22,9,25,3,30,AM,1,19,59,4,1.0,3,11765,77,53,T,1,1,3,1,153
LCD0826222,22,8,26,9,35,PM,1,19,70,4,1.0,8,4263,32,6,H,4,1,2,2,13
0522GL011,22,5,7,6,15,AM,1,19,50,1,1.0,5,11903,63,105,T,2,1,7,3,155
0522GL033,22,5,20,9,30,PM,1,19,59,4,2.0,8,15087,91,104,T,2,1,4,4,155
151641,22,12,6,10,30,PM,12,13,60,4,2.0,5,0,1,0,H,2,1,3,3,21
151641,22,12,6,10,30,PM,12,13,60,4,2.0,0,0,0,0,H,2,1,3,3,21
GCR981422,22,6,23,8,25,AM,1,13,90,2,1.0,2,4200,0,14,E,2,1,2,2,51
207908,22,10,18,1,20,PM,4,13,78,2,1.0,8,0,31,9,H,2,1,5,3,299
207908,22,10,18,1,20,PM,4,13,78,2,1.0,4,0,3,0,H,2,1,6,3,299
206425,22,7,29,12,50,AM,1,13,80,4,1.0,30,17434,152,12,E,1,4,5,5,93
146440,22,9,10,4,5,AM,1,13,69,1,2.0,0,16925,143,1,E,1,3,5,5,115
146440,22,9,10,4,5,AM,1,13,69,1,2.0,30,8856,60,5,E,1,3,6,6,115
146440,22,9,10,4,5,AM,1,13,69,1,2.0,0,4396,98,9,E,1,3,5,5,115
146443,22,9,11,6,30,AM,12,13,72,1,2.0,0,0,0,1,H,2,1,3,3,121
146119,22,8,8,11,45,PM,1,17,72,4,3.0,3,0,15,9,E,2,1,7,3,115
146190,22,8,15,2,35,PM,1,17,83,2,1.0,2,0,49,25,T,2,1,8,8,115
151725,22,12,14,9,45,AM,1,13,67,2,3.0,3,6219,51,12,M,4,1,8,8,51
208977,22,12,27,12,50,PM,1,13,50,2,1.0,4,0,27,0,T,2,1,3,3,121
208186,22,11,2,1,0,AM,1,13,58,4,1.0,4,4948,39,49,H,4,1,7,7,285
2022034,22,8,29,1,50,PM,7,19,84,2,1.0,38,0,0,0,M,1,3,6,6,77
0622GL022,22,6,22,4,50,PM,1,19,85,2,1.0,10,15796,112,0,E,1,1,5,5,197
2022041,22,9,25,4,0,AM,1,19,76,4,1.0,10,11765,77,53,H,1,1,5,5,153
0122HL012,22,1,1,8,20,AM,1,19,7,2,6.0,23,19978,148,22,E,1,4,7,3,117
X30060722,22,6,7,2,24,PM,7,12,80,2,3.0,0,0,0,0,M,1,4,3,3,11
12302022,22,12,30,7,55,PM,1,12,72,4,2.0,3,0,0,0,H,2,4,5,5,86
208507,22,11,25,2,29,AM,1,12,62,4,3.0,4,0,6,0,T,2,1,11,11,33
208212,22,11,4,5,0,AM,12,12,77,4,1.0,0,0,0,4,H,4,1,3,3,95
171005,22,5,4,12,22,PM,1,11,80,2,1.0,2,0,0,0,H,2,1,2,5,1
171009,22,5,4,12,22,PM,1,11,80,2,1.0,0,0,0,0,H,2,1,3,3,1
172192,22,9,27,4,41,AM,1,11,60,4,1.0,5,0,0,0,H,2,1,5,5,1
169886,22,2,24,9,30,PM,1,11,34,4,3.0,5,0,0,0,H,2,1,2,2,1
77711,22,8,7,8,10,PM,13,9,84,3,1.0,5,0,0,0,H,2,1,3,3,9
77731,22,8,11,12,45,AM,12,9,74,4,2.0,2,0,0,0,M,2,1,3,3,9
208212,22,11,4,5,0,AM,12,12,77,4,1.0,4,0,7,0,H,4,1,9,9,95
208351,22,11,14,9,0,AM,1,12,76,2,1.0,3,0,30,0,H,2,1,3,3,95
20220540,22,6,7,2,24,PM,7,12,80,2,3.0,77,0,0,0,M,1,4,8,8,11
D40060222,22,6,2,6,20,AM,1,12,74,1,1.0,6,0,4,0,E,4,1,3,3,86
1022LA056,22,10,29,9,15,AM,12,6,50,2,1.0,3,143,1,0,S,2,1,3,3,71
1022LA056,22,10,29,9,15,AM,12,6,50,2,1.0,2,120,0,4,S,2,1,2,3,71
1022LA062,22,10,31,12,0,AM,12,6,70,4,1.0,5,180,0,2,M,2,1,1,3,71
1022NC001,22,10,2,4,3,PM,7,6,71,2,1.0,0,0,0,0,M,1,4,3,3,95
172570,22,10,30,8,3,AM,9,9,42,2,1.0,0,0,0,0,H,2,1,3,3,9
77442,22,6,25,8,0,PM,12,9,84,3,1.0,5,0,0,0,E,2,1,1,2,9
77269,22,6,3,12,45,AM,9,9,62,4,2.0,5,0,0,0,H,2,1,2,2,9
PWR207022D,22,9,27,6,20,PM,1,9,70,2,1.0,10,7000,93,0,E,1,1,10,10,9
0722MA007,22,7,3,1,29,PM,12,5,83,2,1.0,16,1584,12,21,H,2,1,5,3,69
0522MA038,22,5,26,6,1,AM,1,5,55,1,1.0,7,11681,79,66,H,1,4,6,6,103
169659,22,2,2,7,0,PM,1,11,45,4,1.0,0,0,0,0,T,2,1,6,6,1
172620,22,11,3,1,9,AM,1,11,52,4,1.0,3,0,0,0,H,2,1,3,3,1
207559,22,9,26,9,45,AM,11,54,72,2,1.0,38,7326,0,222,M,1,3,7,7,25
207436,22,9,23,4,0,PM,4,54,56,2,1.0,6,4609,32,9,H,2,1,3,3,91
207436,22,9,23,4,0,PM,4,54,56,2,1.0,5,0,20,1,H,2,1,8,8,91
202297,22,1,8,7,9,AM,12,54,5,1,2.0,0,0,37,9,H,2,1,3,3,91
202297,22,1,8,7,9,AM,12,54,5,1,2.0,2,5578,27,3,H,2,1,7,7,91
144459,22,2,19,2,15,AM,13,54,18,4,1.0,14,12274,112,29,E,1,3,9,9,47
1022NC010,22,10,8,4,19,AM,12,6,71,1,1.0,0,0,0,0,H,4,1,3,3,77
1022NC010,22,10,8,4,19,AM,12,6,71,1,1.0,0,123,0,3,H,4,1,3,3,77
1022NC010,22,10,8,4,19,AM,12,6,71,1,1.0,5,11461,77,23,H,4,1,5,3,77
CA1122109,22,11,12,11,45,PM,1,6,55,4,1.0,10,4067,28,21,T,3,1,7,7,1
0522LA019,22,5,14,3,30,AM,1,6,70,4,1.0,3,130,0,3,H,2,1,10,3,71
0522LA031,22,5,22,2,25,AM,1,6,61,4,1.0,2,150,3,0,H,2,1,6,6,37
0522LA034,22,5,21,1,0,AM,12,6,61,4,2.0,10,390,2,0,M,2,1,1,3,71
0522LA034,22,5,21,1,0,AM,12,6,61,4,2.0,5,48,0,1,M,2,1,3,3,71
206873,22,8,25,4,5,AM,12,13,78,1,1.0,2,0,25,3,S,2,1,3,3,299
D12162022,22,12,16,2,25,AM,1,12,44,4,1.0,2,4100,27,12,H,4,1,7,7,63
207059,22,9,4,6,25,PM,12,13,72,3,3.0,4,0,1,0,M,2,1,3,3,299
